"Connection
Origin",,"Connection
Termination",,"Data
Type","Article
Reported
Value","Article
Selected
Value?","Selected
Value
Date","Site Size
Relative
To Region","Site
Extension","Extended
Regions","Pathway
Tracer","Male or
Female","Primary
Collator","Additional
Collator",Reference Article,"Regional
Nomenclature
Applied","Additional
Annotations"
one,VISll,one,VISal,retro,absent,no,,medium,med-large,"VISlla, VISli",WGA-HRP,unreported,"Swanson, L.W.",,Miller & Vogt (1984) J. Comp. Neurol. 226:184-202.,other,"Bota et al. (2015). Collator Swanson, L.W. notes that VISll is not illustrated in Fig. 7 (it is between levels E & F)."
one,VISll,one,VISli,antero,strong,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,VISli,antero,weak-mod,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. For VISli see Fig. 6C; compare with Swanson (2004) Atlas Level 43.
one,VISll,one,VISlm,antero,moderate,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,VISlm,antero,weak-mod,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. For VISlm see Fig. 6C; compare with Swanson (2004) Atlas Level 43.
right,VISll,right,VISp,retro,moderate,no,,medium,no,,WGA-HRP,unreported,"Bota, M.",,Malach (1989) J. Neurosci. 9:3741-3752.,other,"Bota et al. (2015). See Figs. 3, 5."
right,VISll,right,VISp,retro,moderate,no,,small,no,,Fluoro-Gold,unreported,"Swanson, L.W.",,Montero (1993) Exp. Brain Res. 94:1-15.,other,See Fig. 3 (his LL).
one,VISll,one,VISp,retro,strong,no,,medium,no,,WGA-HRP,male,"Swanson, L.W.",,Miller & Vogt (1984) J. Comp. Neurol. 226:184-202.,other,See Fig. 2 (lower left inset).
one,VISll,two,VISp,antero,absent,no,,med-large,no,,ARGM (autoradiographic),unreported,"Swanson, L.W.",,Miller & Vogt (1984) Brain Res. 297:75-89.,other,"See Fig. 3A,B."
one,VISll,one,VISam,retro,moderate,no,,medium,medium,"VISpm, RSPagl",Sodium selenite,male,"Bota, M.","Swanson, L.W.",Casanovas-Aguilar et al. (2002) Neuroscience 110:445-458.,other,"Bota et al. (2015); different value selected for RCAMv2. See Fig. 6-I, left side; compare with Swanson (2004) Atlas Level 44. The method is not as well characterized as WGA-HRP (e.g., axons-of-passage)."
one,VISll,two,VISam,retro,absent,no,,medium,medium,"VISpm, RSPagl",Sodium selenite,male,"Swanson, L.W.",,Casanovas-Aguilar et al. (2002) Neuroscience 110:445-458.,other,"See Fig. 6-I, left side; compare with Swanson (2004) Atlas Level 44."
one,VISll,one,BMAa,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,BMAa,retro,absent,no,,small-med,no,,HRP,unreported,"Swanson, L.W.",,Veening (1978) Neurosci. Lett. 8:191-195.,other,"See p. 192 & Fig. 2. Also see Ottersen (1982) J. Comp. Neurol. 205:30-48, Fig. 11 (case RB29) & p. 35; compare with Swanson (2004) Atlas Level 28."
one,VISll,one,BMAp,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,BMAp,retro,absent,no,,medium,small-med,BMAa,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,See Fig. 11 (case RB29) & p. 35; compare with Swanson (2004) Atlas Level 28.
one,VISll,one,BLAa,antero,mod-strong,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,BLAa,antero,mod-strong,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. For BLAa see Fig. 6D-H. MdDonald (1998) later concluded that this connection probably arises in dorsal TEa (p. 291, for his ventral occipital-temporal junction region)."
one,VISll,one,BLAp,antero,weak-mod,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,BLAp,antero,weak-mod,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. For BLAp see Fig. 6D-H. MdDonald (1998) later concluded that this connection probably arises in dorsal TEa (p. 291, for his ventral occipital-temporal junction region)."
one,VISll,one,LA,antero,mod-strong,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,LA,antero,mod-strong,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. For LA see Fig. 6D-H. MdDonald (1998) later concluded that this connection probably arises in dorsal TEa (p. 291, for his ventral occipital-temporal junction region)."
one,VISll,one,PA,antero,absent,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015). Collator Swanson, L.W. could not identify this connection report in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,PA,antero,absent,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection appears centered in VISll; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. A projection to PA was not observed (p. 46).
one,VISll,one,CLA,antero,moderate,no,,unreported,unreported,unreported,PHAL,unreported,"Bota, M.","Swanson, L.W.",McDonald (1998) Prog. Neurobiol. 55:257-332.,other,"Bota et al. (2015); different value selected for RCAMv2. Collator Swanson, L.W. could not identify this connection in this review article; see McDonald & Mascagni (1996) Neuroscience 71:37-54, presumably Fig. 6 (reproduced here as Fig. 21 but not referred to in the text)."
one,VISll,one,CLA,antero,exists,no,,med-large,small-med,"VISli, VISlla, TEa, PTLp",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 6C) too large to interpret source of PHAL-labeled terminals; compare Fig. 6C with Swanson (2004) Atlas Levels 42-44. For CLA see p. 46.
one,VISli,one,MOB,unknown,absent,no,,unreported,unreported,unclear,Other (not listed),unreported,"Bota, M.","Swanson, L.W.",None available.,,Bota et al. (2015).
one,VISli,one,AOB,unknown,absent,no,,unreported,unreported,unclear,Other (not listed),unreported,"Bota, M.","Swanson, L.W.",None available.,,Bota et al. (2015).
one,VISli,one,COAa,retro,absent,no,,medium,small-med,COApl,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Not observed; see p. 36. Whole brain examined (p. 47).
one,VISli,one,COApm,retro,absent,no,,medium,small-med,"TR, ENTl",HRP,unreported,"Bota, M.","Swanson, L.W.",Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Bota et al. (2015). Not observed; see Fig. 8. Whole brain examined (p. 47).
one,VISli,one,COApl,retro,absent,no,,medium,small-med,COApl,HRP,unreported,"Swanson, L.W.",,Ottersen (1982) J. Comp. Neurol. 205:30-48.,other,Not observed; see p. 35 (experiment RB52). Whole brain examined (p. 47).
left,VISli,left,TR,retro,absent,no,,medium,small,"BLAp, PIR, ENTl",Fluoro-Gold,female,"Swanson, L.W.",,Santiago & Shammah-Lagnado (2005) J. Comp. Neurol. 489:349-371.,Paxinos & Watson (1986),See Table 1 & Fig. 3.
one,VISli,one,IG,unknown,absent,no,,unreported,unreported,unclear,Other (not listed),unreported,"Bota, M.","Swanson, L.W.",None available.,,Bota et al. (2015).
one,VISli,one,DG,retro,absent,no,,v.small,no,,Other (not listed),male,"Swanson, L.W.",,Ohara et al. (2013) PLOS One 8(11):1-18.,other,A variety of transneuronal recombinant rabies virus vectors were used. No VISli retrogradely labeled neurons were labeled at short or long survival times.
one,VISli,one,CA3,retro,absent,no,,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8.
one,VISli,one,CA2,retro,absent,no,,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8.
one,VISli,one,CA1v,retro,absent,no,,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8.
one,VISli,one,CA1d,retro,absent,no,,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8.
one,VISli,one,SUBv,retro,absent,no,,large,large,"DG, CA2, CA1d,v, SUBv, ENTl",HRP,male,"Swanson, L.W.",,Segal & Landis (1974) Brain Res. 78:1-15.,other,See Fig. 8.
one,VISli,one,PAR,retro,absent,no,,medium,no,,Fast Blue,male,"Swanson, L.W.",,van Groen & Wyss (1990) Brain Res. 518:227-243.,other,See Fig. 9 & pp. 236-238.
one,VISli,one,PRE,antero,moderate,no,,medium,small-med,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The injection site (Fig. 4C) is too large to interpret positive results.
one,VISli,one,POST,antero,weak-mod,no,,medium,small-med,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The injection site (Fig. 4C) is too large to interpret positive results.
one,VISli,one,ENTm,antero,weak,no,,small-med,large,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 4C) too large to interpret positive results.
one,VISli,one,ENTm,retro,absent,no,,small-med,no,,Diamidino Yellow,male,"Bota, M.","Swanson, L.W.",Burwell & Amaral (1998) J. Comp. Neurol. 398:179-205.,other,"Bota et al. (2015); different value selected for RCAMv2. No annotation for this connection provided by collator Bota, M."
one,VISli,one,ENTl,antero,moderate,no,,small-med,large,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 4C) too large to interpret positive results.
one,VISli,one,ENTl,retro,absent,no,,small-med,no,,Diamidino Yellow,male,"Swanson, L.W.",,Burwell & Amaral (1998) J. Comp. Neurol. 398:179-205.,other,Bota et al. (2015); different value selected for RCAMv2.
one,VISli,one,ILA,antero,absent,no,,small-med,large,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The large injection site (Fig. 4C) most probably includes small-medium involvement of VISlla; no mention is made of a projection to ILA (see p. 41) although the entire cerebral hemispheres were examined (p. 38).
one,VISli,one,PL,antero,absent,no,,small-med,large,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The large injection site (Fig. 4C) most probably includes small-medium involvement of VISlla; no mention is made of a projection to PL (see p. 41) although the entire cerebral hemispheres were examined (p. 38).
one,VISli,one,ACAd,antero,moderate,no,,small-med,large,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,"The injection site is too large to interpret positive results (see Fig. 4C; p. 41, their Cg1)."
one,VISli,one,RSPv,retro,absent,no,,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (2003) J. Comp. Neurol. 463:249-263.,other,See pp. 255-256 & Fig. 7.
one,VISli,one,RSPv.a,retro,absent,no,,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (1990) J. Comp. Neurol. 300:593-606.,other,See Fig. 7 & p. 600.
one,VISli,one,RSPv.b/c,retro,absent,no,,medium,no,,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (2003) J. Comp. Neurol. 463:249-263.,other,See pp. 255-256 & Figs. 5D & 7.
one,VISli,one,RSPd,retro,absent,no,,medium,v.small,RSPagl,Fluoro-Gold,male,"Swanson, L.W.",,van Groen & Wyss (1992) J. Comp. Neurol. 315:200-216.,other,"See Fig. 2G (compare with Swanson, 2004, Atlas Level 39) & p. 202."
one,VISli,one,AIv,retro,absent,no,,large,large,"AId, CLA",Fluoro-Gold,male,"Swanson, L.W.",,Jasmin et al. (2004) J. Comp. Neurol. 468:425-440.,other,See p. 430.
one,VISli,one,AId,retro,absent,no,,large,large,AIv,Fast Blue,male,"Bota, M.","Swanson, L.W.",Verwer et al. (1997) Hippocampus 7:397-402.,Paxinos & Watson (1986),Bota et al. (2015).
one,VISli,one,AId,retro,absent,no,,large,large,"AId, CLA",Fluoro-Gold,male,"Swanson, L.W.",,Jasmin et al. (2004) J. Comp. Neurol. 468:425-440.,other,See p. 430.
one,VISli,one,AIp,retro,absent,no,,large,large,"AId, AIv, AIp, CLA, VISC, CP",WGA-HRP,unreported,"Swanson, L.W.",,Saper (1982) J. Comp. Neurol. 210:163-173.,other,"See Figs. 1, 2."
one,VISli,one,GU,retro,absent,no,,large,large,"AId, AIv, AIp, CLA, VISC, CP",WGA-HRP,unreported,"Swanson, L.W.",,Saper (1982) J. Comp. Neurol. 210:163-173.,other,"See Figs. 1, 2."
one,VISli,one,VISC,retro,absent,no,,large,large,"AId, AIv, AIp, CLA, VISC, CP",WGA-HRP,unreported,"Swanson, L.W.",,Saper (1982) J. Comp. Neurol. 210:163-173.,other,"See Figs. 1, 2."
one,VISli,one,ORBv,retro,moderate,no,,large,small,ORBl,Fluoro-Gold,unreported,"Bota, M.","Swanson, L.W.",Reep et al. (1996) Exp. Brain Res. 111:215-232.,other,"Bota et al. (2015); different value selected for RCAMv2. See p. 223 & Fig. 5A for injection; compare with Swanson (2004) Atlas Level 5 (left), where ORBv is mislabeled ORBvl. VISli is caudal to the levels illustrated and the text is not specific about which lateral extrastriate areas are labeled."
one,VISli,one,ORBvl,antero,weak-mod,no,,small-med,large,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,The injection site is too large to interpret positive results (Fig. 4C). No other injection in the paper clearly labels VISli.
one,VISli,one,ORBm,retro,absent,no,,small-med,no,,Diamidino Yellow,unreported,"Bota, M.","Swanson, L.W.",Reep et al. (1996) Exp. Brain Res. 111:215-232.,other,Bota et al. (2015). See Fig. 1.
one,VISli,one,ORBl,retro,absent,no,,large,small-med,AId,Fluoro-Gold,unreported,"Bota, M.","Swanson, L.W.",Reep et al. (1996) Exp. Brain Res. 111:215-232.,other,"Bota et al. (2015). See Figs. 6, 7."
left,VISli,left,MOp,retro,absent,no,,medium,no,,Fluoro-Gold,unreported,"Bota, M.","Swanson, L.W.",Reep et al. (1990) J. Comp. Neurol. 294:262-280.,other,Bota et al. (2016); different value selected for RCAMv2. No retrograde label caudal to Fig. 4H (see p. 269); compare with Swanson (2004) Atlas Level 26.
one,VISli,one,MOp,antero,moderate,no,,small,large,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 4C) too large to interpret positive results. For MOp see Fig. 4A; compare with Swanson (2004) Atlas Level 30.
one,VISli,one,MOs,antero,exists,no,,small,large,"VISlla, VISal, VISlm",PHAL,male,"Swanson, L.W.",,McDonald & Mascagni (1996) Neuroscience 71:37-54.,other,Injection site (Fig. 4C) too large to interpret positive results. For MOs see p. 41 (their Fr2).
one,VISli,one,MOs,retro,weak,no,,small,no,,WGA-HRP,unreported,"Swanson, L.W.",,Sukekawa (1988) J. Hirnforsch. 29:83-93.,other,"See Fig. 7(P6.8, 7.6); compare with Swanson (2004) Atlas Levels 42, 44; also see Fig. 11D (for all 3 experiments) & compare with Swanson (2004) Atlas levels 41-44."
